allocated CHIP memory @0x979e0, size 40 (D:\prg\_git\ACE\ace\utils\bitmap.c:13)
allocated CHIP memory @0x975f0, size 24 (D:\prg\_git\ACE\ace\utils\bitmap.c:32)
allocated CHIP memory @0x214a0, size 6 (D:\prg\_git\ACE\ace\utils\font.c:73)
allocated CHIP memory @0x97a08, size 40 (D:\prg\_git\ACE\ace\utils\bitmap.c:13)
allocated CHIP memory @0x97a30, size 36 (D:\prg\_git\ACE\ace\utils\bitmap.c:32)
allocated CHIP memory @0x21600, size 6 (D:\prg\_git\ACE\ace\utils\font.c:73)
allocated CHIP memory @0x97a58, size 40 (D:\prg\_git\ACE\ace\utils\bitmap.c:13)
allocated CHIP memory @0x97a80, size 12 (D:\prg\_git\ACE\ace\utils\bitmap.c:32)
allocated CHIP memory @0x97aa0, size 52 (D:\prg\_git\ACE\ace\managers\copper.c:74)
freed memory 0x97a80, size 12 (D:\prg\_git\ACE\ace\utils\bitmap.c:87)
freed memory 0x97a58, size 40 (D:\prg\_git\ACE\ace\utils\bitmap.c:88)
freed memory 0x21600, size 6 (D:\prg\_git\ACE\ace\utils\font.c:110)
freed memory 0x97a30, size 36 (D:\prg\_git\ACE\ace\utils\bitmap.c:87)
freed memory 0x97a08, size 40 (D:\prg\_git\ACE\ace\utils\bitmap.c:88)
freed memory 0x214a0, size 6 (D:\prg\_git\ACE\ace\utils\font.c:110)
freed memory 0x975f0, size 24 (D:\prg\_git\ACE\ace\utils\bitmap.c:87)
freed memory 0x979e0, size 40 (D:\prg\_git\ACE\ace\utils\bitmap.c:88)
freed memory 0x20f90, size 6 (D:\prg\_git\ACE\ace\utils\font.c:110)
freed memory 0x977d0, size 30 (D:\prg\_git\ACE\showcase\src\menu\menulist.c:110)
freed memory 0x973f8, size 24 (D:\prg\_git\ACE\showcase\src\menu\menulist.c:37)
freed memory 0x978f8, size 40 (D:\prg\_git\ACE\ace\utils\font.c:54)
freed memory 0x97800, size 246 (D:\prg\_git\ACE\ace\utils\font.c:55)
freed memory 0x972f0, size 14 (D:\prg\_git\ACE\ace\utils\font.c:56)
freed memory 0x97780, size 30 (D:\prg\_git\ACE\ace\managers\viewport\camera.c:24)
freed memory 0x99f68, size 10240 (D:\prg\_git\ACE\ace\utils\bitmap.c:87)
freed memory 0x9c778, size 10240 (D:\prg\_git\ACE\ace\utils\bitmap.c:87)
freed memory 0xa1d18, size 10240 (D:\prg\_git\ACE\ace\utils\bitmap.c:87)
freed memory 0xa4518, size 10240 (D:\prg\_git\ACE\ace\utils\bitmap.c:87)
freed memory 0xa6d18, size 10240 (D:\prg\_git\ACE\ace\utils\bitmap.c:87)
freed memory 0x97758, size 40 (D:\prg\_git\ACE\ace\utils\bitmap.c:88)
freed memory 0x96cb0, size 34 (D:\prg\_git\ACE\ace\managers\viewport\simplebuffer.c:63)
freed memory 0x96bf8, size 64 (D:\prg\_git\ACE\ace\utils\extview.c:179)
freed memory 0x96b40, size 28 (D:\prg\_git\ACE\ace\utils\extview.c:180)
freed memory 0x977a0, size 44 (D:\prg\_git\ACE\ace\managers\copper.c:305)
freed memory 0x971b8, size 20 (D:\prg\_git\ACE\ace\managers\copper.c:306)
freed memory 0x97aa0, size 52 (D:\prg\_git\ACE\ace\managers\copper.c:237)
freed memory 0x20df0, size 8 (D:\prg\_git\ACE\ace\managers\copper.c:238)
freed memory 0x20d40, size 8 (D:\prg\_git\ACE\ace\managers\copper.c:243)
freed memory 0x96058, size 16 (D:\prg\_git\ACE\ace\managers\copper.c:246)
freed memory 0x95108, size 12 (D:\prg\_git\ACE\ace\utils\extview.c:38)
freed memory 0x95148, size 20 (D:\prg\_git\ACE\ace\managers\game.c:104)
freed memory 0x20b88, size 8 (D:\prg\_git\ACE\ace\managers\copper.c:238)
freed memory 0x1e8c8, size 8 (D:\prg\_git\ACE\ace\managers\copper.c:243)
freed memory 0x218b8, size 16 (D:\prg\_git\ACE\ace\managers\copper.c:246)
freed memory 0x43aa8, size 22 (D:\prg\_git\ACE\ace\managers\timer.c:38)

=============== MEMORY MANAGER DESTROY ==============
If something is deallocated past here, you're a wuss!
Peak usage: CHIP: 52962, FAST: 0
